Admission grade,Previous qualification (grade),Previous qualification,Mother's qualification,Father's qualification,Displaced,Marital status,Nacionality,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date
111.9,130.0,1,37,37,0,1,1,5,0,0.0,1
145.2,150.0,42,1,19,1,1,1,11,11,14.615384615384617,1
120.0,120.0,1,37,38,1,1,1,11,9,13.444444444444445,1
120.0,133.1,1,1,19,1,1,1,5,1,18.0,1
113.7,121.0,1,38,38,1,1,1,6,5,13.4,1
111.9,121.0,1,37,38,1,1,1,6,6,14.166666666666666,1
130.0,140.0,1,38,37,1,2,1,5,3,10.666666666666666,0
150.4,136.0,1,19,19,1,1,1,0,0,0.0,1
116.3,125.0,1,38,1,1,1,1,7,7,13.428571428571429,1
130.5,149.0,1,37,37,1,1,1,11,9,11.666666666666666,1
140.0,143.0,1,38,38,0,1,1,8,7,14.285714285714286,1
129.4,129.0,1,19,19,0,1,1,6,5,11.2,1
130.0,130.0,40,37,37,0,1,1,16,15,11.733333333333333,1
139.2,133.0,1,37,37,1,1,1,5,2,12.5,1
129.3,145.0,1,1,19,0,1,1,6,3,11.0,1
119.0,127.0,1,2,38,1,1,1,8,7,12.599999999999998,1
130.0,110.0,1,37,37,0,1,1,7,4,13.7,0
150.8,163.0,1,37,37,1,1,14,6,6,16.0,1
112.9,115.0,1,38,38,1,1,1,6,6,11.857142857142858,1
100.2,133.1,1,37,37,1,1,1,6,3,11.75,0
128.8,133.0,1,1,2,0,1,1,12,12,13.166666666666666,1
122.1,135.0,1,37,38,1,1,1,6,6,13.833333333333334,1
120.5,118.0,1,19,37,1,1,1,6,4,12.5,1
128.2,133.0,1,1,38,0,1,1,5,5,12.0,1
114.6,123.0,1,34,37,1,1,1,5,3,12.0,0
120.4,134.0,6,1,37,1,1,1,7,6,13.333333333333334,1
138.4,137.0,1,1,38,0,1,1,6,6,15.125,1
118.4,131.0,1,19,38,0,2,1,6,6,14.125,1
133.9,136.0,1,3,4,0,1,1,12,8,11.25,0
120.0,120.0,2,37,37,0,5,1,15,13,12.692307692307692,1
148.8,150.0,1,37,1,0,1,1,5,4,14.25,1
100.0,100.0,1,37,37,1,1,1,8,7,13.058571428571428,1
123.4,136.0,1,19,1,1,1,1,6,6,13.25,1
118.9,129.0,1,34,36,1,1,1,5,3,11.666666666666666,1
132.1,152.0,1,37,37,1,1,1,6,2,10.5,1
150.0,150.0,3,6,27,0,1,1,5,0,0.0,1
122.1,135.0,1,19,1,1,1,1,5,5,12.0,1
129.3,137.0,1,3,38,1,1,1,5,5,11.8,1
150.0,130.0,3,3,3,0,1,1,6,6,14.0,1
105.5,110.0,1,3,19,1,1,1,6,0,0.0,0
126.8,138.0,1,38,38,0,1,1,7,7,14.244444444444444,1
100.0,133.1,1,1,1,0,1,41,7,7,14.666666666666666,1
111.8,117.0,1,19,19,1,1,1,6,4,11.5,1
132.5,136.0,1,19,38,1,1,1,8,7,12.3,1
118.7,119.0,1,19,19,1,1,1,6,3,10.333333333333334,1
105.8,111.0,1,38,38,1,1,1,7,7,13.142857142857142,1
116.0,124.0,1,37,37,1,1,1,8,7,13.957142857142856,1
135.0,150.0,1,19,19,0,1,1,8,7,11.142857142857142,1
132.8,131.0,1,3,19,1,1,1,6,6,14.428571428571429,1
184.0,133.8,3,3,37,0,1,1,7,7,17.005555555555556,1
100.0,133.1,19,37,37,0,1,1,6,3,10.25,1
150.5,120.0,1,1,1,0,1,1,6,6,12.5,1
120.7,134.0,1,38,19,0,1,1,7,6,13.0,1
130.3,144.0,1,19,19,1,1,1,8,7,13.814285714285717,1
105.1,110.0,1,1,37,1,1,1,6,6,12.0,1
118.9,122.0,1,38,37,1,1,1,6,6,12.666666666666666,1
118.4,117.0,1,1,37,0,1,1,6,6,11.833333333333334,1
126.1,131.0,1,1,37,1,1,1,7,7,12.495714285714286,1
114.7,133.1,1,37,37,0,1,41,2,2,10.5,1
106.1,112.0,1,37,37,1,1,1,7,7,13.857142857142858,1
122.5,134.0,1,37,37,0,2,1,6,6,13.333333333333334,1
129.0,144.0,1,3,39,1,1,1,7,7,12.65,1
118.9,133.1,1,34,34,1,1,1,6,3,11.333333333333334,1
129.1,128.0,1,38,38,1,1,1,6,6,12.666666666666666,1
121.6,123.0,1,19,3,1,1,1,5,0,0.0,1
110.0,118.0,1,19,38,0,1,1,6,6,12.285714285714286,1
116.5,128.0,1,38,38,0,1,1,6,4,11.5,1
113.9,124.0,1,19,38,1,1,1,5,5,12.0,1
122.0,122.0,1,3,3,1,1,1,8,6,12.491666666666667,1
123.4,115.0,1,19,1,0,1,1,6,6,13.0,1
139.8,145.0,1,38,38,1,1,1,5,5,14.8,1
119.4,119.0,1,19,37,1,1,1,7,7,13.775714285714288,1
129.0,141.0,1,38,1,1,1,1,7,6,13.05,1
126.1,132.0,1,38,38,0,1,1,6,4,10.75,1
100.0,125.0,1,3,3,0,1,1,18,18,12.22222222222222,1
116.5,128.0,1,37,19,1,1,1,6,6,13.0,1
131.8,137.0,1,1,1,0,1,1,6,6,12.166666666666666,1
135.8,141.0,1,19,19,1,1,1,0,0,0.0,1
124.9,137.0,1,19,38,0,1,1,7,6,13.8875,1
131.6,140.0,1,1,12,1,1,1,7,7,13.135,1
130.0,140.0,1,37,37,1,2,1,10,9,12.333333333333334,1
140.0,140.0,3,34,34,0,1,1,5,0,0.0,1
112.6,122.0,1,1,3,1,1,1,6,6,10.166666666666666,1
146.7,146.0,1,1,37,1,1,1,6,6,13.833333333333334,1
120.0,128.0,1,19,3,1,1,1,6,6,14.125,1
109.5,114.0,1,38,1,0,1,1,5,0,0.0,1
128.2,132.0,1,1,2,1,1,1,6,6,12.333333333333334,1
120.0,120.0,39,4,1,0,1,1,6,5,13.4,1
129.0,136.0,1,19,1,1,1,1,7,7,13.308571428571428,1
122.3,137.0,1,1,38,1,1,1,6,6,14.714285714285714,1
95.0,133.1,1,1,19,1,1,1,6,6,11.666666666666666,1
123.5,142.0,1,1,37,1,1,1,7,0,0.0,1
111.3,120.0,1,37,38,0,1,1,6,0,0.0,1
146.5,150.0,1,19,38,1,1,1,6,6,13.5,1
144.6,150.0,1,12,2,0,1,1,5,1,13.0,0
133.7,133.0,1,19,38,1,1,1,6,6,13.5,1
135.8,146.0,1,19,37,1,1,1,7,6,13.983333333333334,1
106.0,133.1,19,38,38,1,1,1,7,6,12.666666666666666,1
121.5,133.0,1,19,9,1,1,1,6,0,0.0,1
128.2,110.0,1,37,37,0,4,1,14,11,12.25,1
110.0,133.1,19,38,19,0,2,1,8,2,11.5,0
126.7,137.0,1,3,1,1,1,1,7,7,13.6875,1
126.1,130.0,1,19,1,1,1,1,6,0,0.0,0
120.0,120.0,39,1,19,0,1,1,6,1,11.0,1
120.0,120.0,39,37,37,1,1,1,6,4,11.5,1
123.3,131.0,1,19,37,1,1,1,5,5,12.6,1
129.0,115.0,1,37,37,1,1,1,0,0,0.0,0
145.0,145.0,1,37,1,1,1,1,5,4,14.5,1
150.0,110.0,1,37,37,1,2,1,5,0,0.0,1
133.3,135.0,1,1,1,0,1,1,6,6,12.0,1
131.2,128.0,1,2,1,1,1,1,12,12,13.666666666666666,1
126.3,141.0,1,38,37,1,1,1,8,7,13.297142857142855,1
130.0,130.0,39,1,1,0,1,1,10,5,11.4,1
121.7,136.0,1,38,19,1,1,1,6,2,13.0,1
122.2,125.0,1,1,1,0,1,1,6,5,13.6,1
137.8,143.0,1,5,5,0,1,1,7,6,13.492857142857144,1
102.5,130.0,1,38,37,0,1,1,7,0,0.0,0
125.2,128.0,1,1,1,1,1,1,7,7,14.682857142857143,1
145.0,145.0,1,38,38,0,1,1,6,6,12.833333333333334,1
119.4,132.0,1,37,37,1,1,1,5,0,0.0,1
122.6,120.0,1,37,37,0,1,1,6,3,12.333333333333334,1
115.0,115.0,1,38,38,1,1,1,6,5,12.8,1
139.0,100.0,19,37,37,0,2,1,0,0,0.0,1
130.9,148.0,1,19,19,0,1,1,6,0,0.0,0
131.5,150.0,1,1,1,1,1,1,6,6,12.5,1
124.8,130.0,1,38,38,0,1,1,5,1,11.0,1
122.0,130.0,1,1,37,0,2,1,10,6,11.428571428571429,0
108.0,115.0,1,1,1,1,1,1,6,5,13.0,1
141.6,137.0,1,38,38,0,1,1,5,4,12.25,1
126.4,140.0,1,38,38,1,1,1,6,6,12.666666666666666,1
98.6,120.0,19,37,37,0,1,1,5,0,0.0,0
110.0,133.1,19,37,37,0,4,1,12,7,12.0,1
126.9,130.0,1,19,38,0,1,1,6,6,13.285714285714286,1
114.5,145.0,1,3,1,1,1,1,0,0,0.0,1
118.9,121.0,1,37,37,1,1,1,7,7,14.428571428571429,1
100.0,133.1,1,37,37,0,1,6,6,0,0.0,1
110.5,133.1,19,42,1,0,1,1,7,0,0.0,1
109.5,114.0,1,19,37,1,1,1,7,4,10.5,1
137.3,125.0,1,37,19,0,1,1,6,0,0.0,1
120.5,120.0,1,37,37,1,2,1,17,14,10.642857142857142,1
136.3,137.0,1,3,19,1,1,1,5,4,12.5,1
118.4,131.0,1,19,9,0,1,1,5,3,12.0,1
120.5,131.0,1,4,4,0,1,1,7,6,14.15,1
107.7,114.0,1,19,19,0,1,1,5,2,10.0,1
128.0,144.0,1,38,38,1,1,1,8,7,12.90857142857143,1
140.8,156.0,1,5,4,0,1,1,8,7,15.7,1
126.5,130.0,1,19,38,1,1,1,6,4,12.5,1
160.0,160.0,39,3,1,1,1,1,6,6,13.375,0
136.3,137.0,1,1,19,0,1,1,5,4,11.25,1
133.9,130.0,1,38,37,0,1,1,6,5,14.0,1
140.0,140.0,43,40,5,0,2,1,6,6,15.333333333333334,1
122.3,131.0,1,1,1,0,1,1,5,5,11.5,1
120.0,120.0,40,38,37,1,1,1,21,21,12.363636363636363,0
117.1,122.0,1,1,1,1,1,1,7,5,12.1,1
140.0,140.0,3,39,39,0,1,1,6,2,13.5,1
148.8,133.1,1,3,1,0,2,1,7,6,12.513333333333334,1
113.0,121.0,1,1,3,1,1,1,6,6,11.666666666666666,1
131.9,142.0,1,19,37,1,1,1,7,7,13.642857142857142,1
119.4,125.0,1,1,19,1,1,1,7,7,12.142857142857142,1
135.8,147.0,1,19,38,1,1,1,6,6,12.714285714285714,1
105.0,110.0,1,3,19,0,1,1,6,3,11.333333333333334,0
123.0,138.0,1,1,19,1,1,1,6,5,11.4,0
136.1,133.1,1,3,1,0,1,1,7,2,11.75,1
118.0,125.0,1,4,19,1,1,1,6,6,14.428571428571429,1
116.0,124.0,1,19,1,1,1,1,6,0,0.0,1
162.4,111.0,1,1,3,0,2,1,12,5,11.6,0
128.2,131.0,1,12,12,1,1,1,6,6,14.0,1
121.4,135.0,1,19,37,0,1,1,5,4,11.5,1
140.0,140.0,39,38,37,0,1,1,6,4,13.0,0
110.0,133.1,1,19,38,1,1,1,6,6,13.285714285714286,1
130.0,130.0,39,1,3,1,1,1,6,3,12.333333333333334,1
120.0,100.0,19,37,38,0,1,1,7,1,10.0,1
142.0,142.0,1,19,19,1,1,1,0,0,0.0,1
116.1,120.0,1,19,37,1,1,1,5,2,10.5,1
174.7,178.0,1,19,1,0,1,1,7,7,17.125,1
130.0,133.1,19,1,1,0,2,1,6,1,10.0,1
119.8,125.0,1,4,3,0,1,1,6,5,11.571428571428571,1
119.8,125.0,1,1,1,1,1,1,8,8,12.82875,1
133.1,132.0,1,1,12,1,1,1,5,3,12.0,1
140.0,133.1,12,37,37,0,1,1,5,0,0.0,1
121.9,125.0,1,1,3,1,1,1,6,3,11.666666666666666,1
141.8,140.0,39,38,19,0,1,1,6,6,12.571428571428571,1
127.6,129.0,1,19,19,1,1,1,5,5,11.6,1
134.9,145.0,1,3,19,1,1,1,6,6,15.5,1
115.2,118.0,1,38,38,1,1,1,7,6,12.97166666666667,1
117.2,120.0,1,1,19,1,1,1,6,6,11.875,1
138.3,140.0,1,38,1,0,1,1,6,6,16.0,1
107.5,111.0,1,1,38,0,1,1,6,6,13.833333333333334,1
130.0,145.0,1,38,19,1,1,1,6,6,12.833333333333334,1
122.5,126.0,1,1,3,1,1,1,6,6,13.333333333333334,1
150.0,150.0,1,3,3,1,1,1,6,6,12.0,1
121.3,139.0,1,19,19,1,1,1,7,7,13.385714285714286,1
135.6,150.0,1,37,19,0,2,1,6,5,11.0,1
132.0,132.0,1,1,1,1,1,1,0,0,0.0,1
112.6,121.0,1,19,19,1,1,1,5,5,14.2,1
117.3,116.0,1,3,1,1,1,1,0,0,0.0,1
105.2,140.0,1,38,37,0,1,1,6,1,14.0,1
119.3,127.0,1,3,1,1,1,1,7,7,14.105714285714289,1
122.9,135.0,1,19,19,1,1,1,7,7,13.128,1
122.7,140.0,1,37,37,0,2,1,5,5,14.6,1
138.4,144.0,1,37,37,0,1,1,6,6,13.428571428571429,1
110.1,116.0,1,3,3,1,1,1,6,5,13.333333333333334,1
121.5,125.0,1,19,1,1,1,1,5,5,15.8,1
113.5,130.0,1,37,37,1,2,1,6,0,0.0,1
142.8,162.0,1,37,37,1,1,1,0,0,0.0,1
130.6,125.0,1,19,1,1,1,1,6,6,13.5,1
127.7,141.0,1,1,4,0,1,1,6,6,11.285714285714286,1
151.5,133.1,19,19,37,0,2,1,6,0,0.0,0
123.1,129.0,1,19,19,1,1,1,6,6,12.0,1
110.0,118.0,1,3,1,1,1,1,6,6,12.0,1
106.7,113.0,1,1,1,1,1,1,6,4,14.2,1
131.2,127.0,1,37,38,1,1,1,6,6,11.833333333333334,1
126.8,141.0,1,1,1,1,1,24,8,8,14.2,1
124.0,138.0,1,1,19,0,1,1,6,6,13.166666666666666,1
116.4,123.0,1,3,12,1,1,1,0,0,0.0,1
129.5,140.0,1,19,19,1,1,1,0,0,0.0,1
125.0,125.0,1,38,1,1,1,1,6,4,14.25,1
140.5,180.0,1,1,1,0,5,1,5,0,0.0,0
122.3,140.0,1,37,19,0,1,1,6,5,13.6,1
140.0,140.0,39,37,37,1,1,1,6,5,12.6,1
118.5,135.0,1,1,1,0,1,1,5,2,10.5,1
134.5,138.0,1,3,1,1,1,1,7,7,13.457142857142856,1
100.0,100.0,19,34,34,0,2,1,6,6,13.333333333333334,1
136.1,135.0,1,19,38,1,1,1,6,6,14.0,1
133.4,168.0,1,37,1,1,1,1,26,26,15.07777777777778,1
140.7,140.0,1,1,19,0,1,1,6,6,12.285714285714286,1
141.7,140.0,39,1,1,0,1,1,6,6,12.833333333333334,1
190.0,190.0,4,5,5,1,1,1,4,4,13.875,1
132.0,133.0,1,1,19,0,1,1,6,5,11.142857142857142,1
160.0,160.0,39,37,38,0,1,1,6,6,13.0,1
119.1,124.0,1,3,3,1,1,1,0,0,0.0,1
118.2,133.1,12,19,37,0,1,1,5,1,13.0,1
110.0,110.0,1,34,34,0,1,1,6,0,0.0,1
124.6,140.0,1,1,19,1,1,1,6,5,14.2,1
131.1,150.0,1,37,37,0,1,1,6,5,13.4,1
126.0,140.0,1,19,19,1,1,1,6,0,0.0,1
136.2,133.1,1,37,37,0,4,1,5,5,11.0,1
140.0,140.0,3,37,37,0,1,1,8,7,14.805714285714286,1
120.5,121.0,1,1,1,1,1,1,8,7,12.91,1
128.2,130.0,1,34,1,0,1,1,5,0,0.0,1
124.0,132.0,1,1,19,1,1,1,5,3,12.333333333333334,1
126.3,130.0,39,38,38,1,1,1,6,5,12.2,1
124.0,139.0,1,37,37,1,1,1,0,0,0.0,1
127.0,143.0,1,19,37,1,1,1,8,8,13.07375,1
120.0,132.0,1,19,19,0,1,1,6,6,15.333333333333334,1
121.8,133.0,1,37,37,1,1,1,6,5,10.2,1
134.9,138.0,1,19,36,1,1,1,5,4,12.4,1
127.0,127.0,1,37,37,1,1,22,9,6,10.5,1
119.7,133.0,1,19,19,1,1,41,6,6,12.666666666666666,1
146.2,157.0,1,3,3,0,1,1,6,6,16.0,1
116.5,143.0,1,38,37,1,1,1,7,7,12.625,1
117.1,120.0,1,37,37,1,1,1,6,5,10.571428571428571,1
132.8,138.0,1,1,38,1,1,1,7,6,12.385714285714286,1
99.6,102.0,1,38,38,1,1,1,5,5,13.714285714285714,1
119.2,129.0,1,1,19,1,1,1,6,0,0.0,1
128.0,132.0,1,19,37,1,1,1,7,6,12.966666666666669,1
109.0,109.0,1,1,1,1,1,1,6,0,0.0,0
125.3,131.0,1,38,19,1,1,1,8,7,12.355714285714283,1
151.3,159.0,1,1,19,1,1,1,6,6,14.0,1
136.0,144.0,1,38,38,1,1,1,7,6,14.15,1
140.0,140.0,3,5,4,0,2,1,9,7,11.555555555555555,0
154.4,160.0,1,19,19,0,1,1,7,7,15.116666666666667,1
112.9,115.0,1,19,37,1,1,1,5,2,12.5,0
122.8,120.0,2,37,37,0,2,1,13,13,11.923076923076923,0
180.0,180.0,43,19,19,0,1,1,14,14,16.5,1
140.0,140.0,3,3,19,0,1,1,6,5,15.2,0
111.5,133.1,1,38,12,0,1,1,6,4,12.0,0
161.0,160.0,1,37,38,1,1,1,8,7,13.08,1
148.7,149.0,1,1,3,0,1,1,4,0,0.0,0
111.9,114.0,1,3,29,0,1,1,0,0,0.0,0
151.0,151.0,1,3,1,1,1,1,6,6,14.444444444444445,1
120.0,120.0,39,37,37,1,1,1,6,5,11.8,1
108.7,115.0,1,19,38,0,1,1,6,5,10.8,1
129.8,134.0,1,1,19,0,1,1,6,6,11.666666666666666,1
139.5,149.0,1,38,37,0,1,1,8,8,15.3,1
114.2,124.0,1,37,19,1,1,1,6,5,11.8,1
133.3,135.0,1,1,3,0,1,1,5,5,13.0,1
136.1,133.1,1,37,19,0,1,1,5,1,10.0,1
104.7,120.0,1,37,37,1,2,1,4,0,0.0,1
124.0,138.0,1,19,37,1,1,1,0,0,0.0,0
138.0,140.0,3,37,38,0,1,1,7,7,14.114285714285714,1
115.0,120.0,1,3,3,0,1,1,6,0,0.0,1
150.0,150.0,40,37,37,0,5,1,8,7,13.742857142857144,1
131.0,138.0,1,3,19,1,1,1,6,4,11.6,1
100.0,133.1,1,37,37,0,2,41,6,6,12.166666666666666,1
123.0,138.0,1,3,3,1,1,1,6,5,10.8,1
121.0,120.0,1,37,37,0,1,1,6,6,12.333333333333334,1
104.0,120.0,1,34,34,1,1,1,5,3,13.0,1
120.0,120.0,39,1,19,0,1,1,6,3,11.75,1
109.3,117.0,1,34,34,0,1,1,16,15,12.266666666666667,1
130.4,130.0,1,19,1,1,1,1,7,7,13.894285714285711,1
119.4,126.0,1,37,38,0,1,1,6,6,12.666666666666666,1
125.1,138.0,1,38,37,1,1,1,6,6,12.666666666666666,1
140.0,140.0,2,37,37,1,1,1,0,0,0.0,1
160.0,133.1,12,37,37,0,4,1,18,18,14.63157894736842,1
126.5,160.0,1,3,1,0,2,1,6,6,13.0,1
137.5,140.0,39,1,1,0,1,41,6,6,13.142857142857142,1
160.0,160.0,39,37,38,0,2,1,6,6,14.166666666666666,1
132.4,132.0,1,37,19,1,1,1,7,6,13.516666666666666,1
138.5,150.0,1,37,37,0,1,1,5,5,14.0,1
141.8,147.0,1,4,1,1,1,1,6,6,13.0,1
136.3,130.0,1,38,38,1,1,1,6,6,12.5,1
130.0,130.0,39,37,38,1,1,1,9,9,10.88888888888889,1
125.7,126.0,1,3,1,0,1,1,6,6,11.333333333333334,1
110.0,135.0,1,1,42,1,1,1,6,6,13.333333333333334,1
106.0,120.0,1,34,34,1,1,1,5,3,11.666666666666666,0
128.2,120.0,1,37,37,0,1,1,9,5,11.4,0
97.0,133.1,1,37,37,0,1,1,6,6,10.833333333333334,1
130.0,130.0,3,3,3,1,1,1,6,6,17.11111111111111,1
150.0,130.0,1,1,1,0,1,1,8,7,12.742857142857144,1
130.0,130.0,39,2,37,0,1,22,5,0,0.0,0
133.0,141.0,1,37,19,0,1,1,14,12,12.153846153846152,1
96.7,133.1,19,37,38,0,1,1,5,0,0.0,1
142.2,140.0,42,1,1,0,1,1,11,11,12.636363636363637,1
150.2,150.0,1,34,34,1,1,1,6,4,12.75,0
152.0,139.0,1,1,38,0,1,1,5,5,14.6,1
120.0,120.0,1,37,37,0,1,1,6,6,11.833333333333334,1
125.6,141.0,1,37,38,1,1,1,7,6,13.081666666666669,1
153.5,150.0,1,3,3,1,1,1,6,6,15.714285714285714,1
130.0,130.0,3,37,26,0,1,1,5,0,0.0,0
130.0,130.0,3,37,37,1,1,1,8,7,14.414285714285716,1
131.5,150.0,1,1,37,1,1,1,8,7,13.925714285714283,1
148.9,131.0,1,2,1,1,1,1,0,0,0.0,1
119.1,132.0,1,38,19,0,1,1,5,0,0.0,1
117.2,110.0,1,38,38,1,1,25,18,18,12.5,1
120.7,134.0,1,3,19,1,1,1,6,4,11.0,1
123.3,143.0,1,37,19,1,1,1,7,0,0.0,1
152.9,162.0,1,19,19,1,1,1,0,0,0.0,1
129.8,151.0,1,3,1,1,1,1,8,8,13.05375,1
128.5,131.0,1,19,38,0,1,1,7,7,12.855555555555556,1
127.3,122.0,1,19,12,1,1,1,0,0,0.0,1
113.8,123.0,1,19,19,1,1,1,7,7,11.155555555555557,1
129.9,140.0,1,1,19,1,1,1,7,7,12.92875,1
110.0,118.0,1,37,37,0,1,1,0,0,0.0,1
128.2,133.1,1,36,36,0,2,1,5,1,12.0,0
150.0,130.0,39,38,19,0,1,1,6,4,11.75,1
119.8,125.0,1,1,38,0,1,1,6,0,0.0,1
152.4,120.0,1,19,38,0,1,1,5,5,15.2,1
124.0,139.0,1,3,1,1,1,1,6,6,14.0,1
108.7,116.0,1,3,3,1,1,1,6,4,11.25,1
153.6,158.0,1,1,19,1,1,1,6,6,15.666666666666666,1
120.2,130.0,1,37,1,1,1,1,6,6,14.666666666666666,1
131.7,131.0,1,37,37,1,1,1,6,6,12.166666666666666,1
144.4,151.0,1,19,1,1,1,1,6,6,15.375,1
123.6,133.0,1,19,19,0,1,1,6,6,13.5,1
149.7,157.0,1,5,43,1,1,1,6,6,15.0,1
135.1,140.0,1,37,3,0,1,1,5,0,0.0,1
127.0,140.0,1,1,19,1,1,1,8,7,13.44285714285714,1
113.9,120.0,1,1,37,1,1,1,6,4,12.25,1
115.2,126.0,1,3,19,0,1,1,5,5,12.6,1
146.7,139.0,1,19,38,1,1,1,6,6,13.333333333333334,1
107.0,133.1,6,1,1,1,1,1,5,0,0.0,1
133.5,138.0,1,19,1,1,1,1,6,6,12.666666666666666,1
100.0,133.1,2,42,1,0,1,6,7,0,0.0,1
125.8,137.0,1,1,38,0,1,1,6,6,12.666666666666666,0
110.5,133.1,1,1,38,0,1,1,6,6,14.25,1
134.6,137.0,1,1,1,1,1,1,6,0,0.0,1
124.3,140.0,1,37,37,1,1,1,5,4,10.75,1
95.5,133.1,38,38,37,0,1,1,6,6,12.0,1
124.8,130.0,1,1,19,1,1,1,6,6,13.0,1
115.0,119.0,1,1,1,1,1,1,7,1,13.0,1
120.0,120.0,3,37,37,0,1,1,14,12,11.833333333333334,1
100.0,133.1,19,37,37,0,2,1,5,0,0.0,1
105.9,108.0,1,1,19,1,1,1,5,4,10.75,1
117.7,124.0,1,19,19,1,1,1,6,5,12.0,1
134.5,151.0,1,37,38,0,2,1,7,6,14.2,1
140.0,140.0,3,1,1,0,1,1,6,0,0.0,1
133.8,143.0,1,38,1,1,1,1,7,6,13.033333333333331,1
122.8,127.0,1,38,38,0,1,1,6,6,14.0,1
133.5,138.0,1,37,19,1,1,1,6,6,12.5,0
100.1,127.0,1,37,37,0,2,1,5,5,14.0,1
116.6,126.0,1,19,19,1,1,1,5,5,14.0,1
152.0,152.0,1,38,37,1,1,22,6,6,11.666666666666666,1
149.2,160.0,1,3,3,0,1,1,5,4,14.0,1
120.0,130.0,1,37,38,0,1,1,12,8,11.75,0
125.3,133.1,1,19,19,0,1,1,6,0,0.0,1
149.5,146.0,1,1,1,1,1,1,6,6,14.875,1
98.6,133.1,1,38,19,0,1,1,6,2,11.0,1
140.0,130.0,1,19,19,0,1,1,12,6,13.0,1
122.3,140.0,1,38,19,1,1,1,6,4,13.0,1
100.0,141.0,1,19,38,0,1,1,5,4,11.5,1
130.0,130.0,39,1,19,1,1,1,6,6,12.166666666666666,1
120.0,129.0,1,1,1,0,1,1,8,7,15.028571428571428,1
122.9,132.0,1,1,19,1,1,1,7,7,13.857142857142858,1
113.1,119.0,1,2,1,1,1,1,5,5,12.2,1
117.5,139.3,1,38,38,0,1,1,6,0,0.0,1
100.0,133.1,1,1,37,1,1,1,4,0,0.0,0
97.0,133.1,1,19,19,1,1,1,6,5,11.6,1
116.1,115.0,1,38,1,1,1,1,6,6,12.5,1
112.7,120.0,1,41,3,0,1,1,8,6,11.68,1
110.4,130.0,1,37,37,1,1,1,15,13,10.76923076923077,1
119.1,132.0,1,38,38,0,1,1,6,6,13.285714285714286,1
128.0,140.0,1,1,37,0,2,1,7,6,14.066666666666668,1
120.4,133.0,1,34,37,0,1,1,6,2,11.5,0
140.0,140.0,3,3,1,0,1,1,7,0,0.0,1
137.8,150.0,1,38,38,1,1,1,6,6,15.0,1
96.0,133.1,19,34,34,0,1,1,5,0,0.0,1
130.6,139.0,1,3,4,0,1,1,5,5,12.8,1
122.7,136.0,1,37,37,0,2,1,6,4,11.5,1
100.0,133.1,19,34,34,0,4,1,6,1,10.0,1
100.0,140.0,1,1,38,0,1,1,7,7,13.6375,1
160.0,160.0,39,19,38,1,1,1,0,0,0.0,1
126.1,130.0,1,12,12,0,1,1,6,0,0.0,1
129.3,137.0,1,1,1,1,1,1,6,6,13.666666666666666,1
130.0,130.0,40,19,1,1,1,1,12,11,14.0,0
120.0,120.0,1,37,37,1,1,1,6,0,0.0,1
126.8,140.0,1,37,37,1,1,1,0,0,0.0,0
120.0,130.0,1,38,37,0,1,1,18,18,13.736842105263158,1
100.0,133.0,1,1,1,0,1,1,8,7,11.571428571428571,1
98.0,133.1,1,37,38,1,1,1,5,4,11.4,1
151.0,151.0,1,38,37,1,1,22,6,0,0.0,1
150.0,150.0,39,19,1,1,1,1,6,5,13.625,1
120.0,133.1,19,37,37,0,1,1,7,3,11.5,0
123.2,127.0,1,12,19,0,2,1,6,6,15.0,1
111.3,120.0,1,37,37,1,1,1,7,0,0.0,1
110.2,113.0,1,38,38,1,1,1,6,5,11.6,1
117.9,127.0,1,3,37,1,1,21,5,1,10.0,1
109.0,116.0,1,38,37,0,1,1,6,6,13.333333333333334,1
142.8,147.0,1,37,37,1,1,1,6,2,10.0,1
133.0,134.0,1,3,1,1,1,1,6,6,11.75,1
100.0,133.1,19,37,37,0,1,1,6,3,11.333333333333334,1
117.4,124.0,1,37,37,0,1,1,10,5,11.8,1
155.1,160.0,1,3,3,1,1,1,5,5,16.4,1
130.0,130.0,1,42,1,0,1,26,6,6,13.5,1
126.0,133.1,1,19,37,0,1,1,6,6,12.5,1
106.0,133.1,1,3,19,1,1,1,7,7,12.375,1
118.7,118.0,1,1,19,0,1,1,6,6,12.0,1
134.7,170.0,1,38,19,0,2,1,5,5,12.8,1
112.0,119.0,1,37,37,1,1,1,5,0,0.0,0
143.0,140.0,39,1,19,0,1,1,6,6,13.5,1
128.8,140.0,1,1,19,0,1,1,7,6,13.391666666666666,1
120.0,120.0,1,3,4,0,1,1,6,5,13.0,1
115.7,122.0,1,37,37,1,1,1,0,0,0.0,1
122.3,150.0,1,3,1,0,1,1,6,6,13.0,1
115.0,100.0,1,3,19,0,1,1,6,0,0.0,0
120.1,133.0,1,19,1,1,1,1,5,2,10.0,1
142.7,143.0,1,3,37,1,1,1,0,0,0.0,1
120.0,133.1,1,1,19,0,2,1,8,7,13.842857142857143,1
139.1,152.0,1,38,37,0,1,1,6,6,12.833333333333334,1
98.9,101.0,1,3,19,1,1,1,6,4,13.0,1
130.0,130.0,3,37,37,0,1,1,5,0,0.0,1
114.8,120.0,1,3,19,1,1,1,6,0,0.0,0
