Admission grade,Previous qualification (grade),Previous qualification,Mother's qualification,Father's qualification,Displaced,Marital status,Nacionality,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Target
129.9,140.0,1,3,1,0,1,1,6,6,11.333333333333334,1,Graduate
125.8,137.0,1,1,1,0,1,1,6,5,12.2,1,Dropout
124.7,138.0,1,4,19,1,1,1,7,0,0.0,1,Dropout
154.9,130.0,1,3,1,0,1,1,6,5,16.166666666666668,0,Dropout
129.0,136.0,1,37,19,1,1,1,0,0,0.0,1,Graduate
127.3,136.0,1,38,38,1,1,1,5,3,11.0,1,Dropout
100.5,133.1,1,1,1,0,1,1,7,0,0.0,1,Dropout
122.0,140.0,1,37,37,1,1,1,6,4,12.5,0,Dropout
140.0,150.0,1,38,3,0,1,1,7,7,11.294444444444444,1,Graduate
116.1,121.0,1,19,38,1,1,1,6,5,11.2,1,Graduate
130.0,120.0,3,19,19,1,2,1,0,0,0.0,1,Dropout
146.2,143.0,1,1,1,1,1,1,6,5,13.2,1,Graduate
127.8,132.0,1,39,39,1,1,1,5,0,0.0,0,Dropout
132.4,131.0,1,1,38,1,1,1,6,0,0.0,0,Dropout
129.3,149.0,1,1,1,1,1,1,8,7,13.1,1,Graduate
125.4,124.0,1,37,37,1,1,1,6,6,13.5,1,Graduate
132.0,140.0,1,19,38,0,1,1,6,5,11.571428571428571,1,Dropout
170.0,170.0,39,19,19,1,1,1,6,6,15.285714285714286,1,Graduate
115.5,126.0,1,3,3,0,1,1,7,6,13.433333333333332,1,Graduate
127.6,129.0,1,19,19,1,1,1,5,5,11.6,1,Dropout
140.0,140.0,43,19,1,0,1,1,6,6,14.666666666666666,1,Graduate
120.2,130.0,1,37,1,1,1,1,6,6,14.666666666666666,1,Graduate
150.0,130.0,1,1,1,0,1,1,8,7,12.742857142857144,1,Graduate
100.0,99.0,1,1,3,1,1,1,7,7,11.975,1,Graduate
128.0,129.0,1,38,37,0,1,1,0,0,0.0,0,Dropout
128.0,132.0,1,19,19,1,1,1,8,7,14.935714285714283,1,Graduate
107.2,110.0,1,37,37,1,1,1,6,2,10.5,1,Dropout
110.1,116.0,1,3,3,1,1,1,6,5,13.333333333333334,1,Graduate
119.0,119.0,1,37,37,0,1,1,6,0,0.0,1,Dropout
155.5,120.0,1,37,38,0,2,1,6,5,13.8,1,Dropout
118.4,117.0,1,1,1,0,1,1,6,6,11.833333333333334,1,Graduate
141.2,137.0,1,1,38,1,1,1,0,0,0.0,1,Graduate
119.1,124.0,1,3,3,1,1,1,0,0,0.0,1,Dropout
111.0,151.0,1,1,3,0,1,1,5,2,10.0,1,Dropout
138.6,138.6,6,34,34,1,1,1,6,4,11.5,1,Dropout
150.4,136.0,1,19,19,1,1,1,0,0,0.0,1,Graduate
102.5,133.1,19,38,37,0,1,1,6,0,0.0,0,Dropout
122.3,150.0,1,3,1,0,1,1,6,6,13.0,1,Graduate
126.4,133.0,1,38,37,1,1,1,7,7,13.462857142857144,1,Graduate
100.0,133.1,19,37,37,0,1,1,6,3,10.0,1,Dropout
117.1,129.0,1,37,37,1,1,1,6,6,12.333333333333334,1,Graduate
129.4,130.0,1,37,12,1,1,1,5,0,0.0,0,Dropout
138.9,141.0,1,1,1,1,1,1,5,5,13.6,1,Graduate
138.6,140.0,39,1,1,0,1,1,6,6,12.333333333333334,1,Dropout
133.9,122.0,1,19,37,1,1,1,13,10,11.454545454545457,1,Dropout
140.0,140.0,40,5,3,0,1,1,13,8,13.5,1,Dropout
95.1,133.1,12,34,34,0,1,1,5,0,0.0,0,Dropout
128.2,120.0,1,19,37,0,1,1,5,2,11.0,0,Dropout
121.5,133.1,1,37,37,0,1,1,6,6,13.714285714285714,1,Dropout
120.0,120.0,40,38,37,1,1,1,21,21,12.363636363636363,0,Dropout
120.0,120.0,3,4,4,0,1,1,6,2,12.0,1,Dropout
107.0,133.1,19,37,37,0,2,1,7,7,12.857142857142858,1,Graduate
114.4,123.0,1,1,1,0,1,1,5,0,0.0,1,Dropout
157.7,178.0,1,2,1,0,1,1,6,2,13.5,1,Dropout
150.0,130.0,1,38,38,0,1,1,11,11,15.090909090909092,0,Dropout
140.0,140.0,3,39,39,0,1,1,6,2,13.5,1,Dropout
109.1,108.0,1,3,1,1,1,1,5,0,0.0,1,Dropout
120.6,120.0,1,3,4,0,1,1,7,4,12.65,1,Dropout
161.9,100.0,1,37,37,0,2,1,5,0,0.0,1,Dropout
140.0,140.0,3,34,34,1,2,1,5,0,0.0,0,Dropout
178.0,133.1,1,37,38,1,1,1,6,6,13.333333333333334,1,Graduate
138.3,133.1,19,37,1,0,2,1,5,3,11.333333333333334,1,Dropout
128.0,140.0,1,34,34,1,2,1,6,0,0.0,1,Dropout
139.0,100.0,19,37,37,0,2,1,0,0,0.0,1,Dropout
113.2,123.0,1,1,3,0,1,1,5,3,11.666666666666666,0,Dropout
139.0,133.1,19,37,37,0,2,1,6,6,12.166666666666666,1,Graduate
110.0,135.0,1,1,42,1,1,1,6,6,13.333333333333334,1,Graduate
161.1,120.0,1,37,37,0,2,1,6,6,12.142857142857142,1,Dropout
130.0,130.0,1,1,2,0,1,1,18,17,13.058823529411764,1,Graduate
121.0,133.1,1,38,1,0,1,1,6,5,11.833333333333334,0,Dropout
118.6,120.0,39,2,1,0,1,1,11,10,12.4,1,Graduate
115.8,133.1,1,37,37,0,2,1,5,0,0.0,0,Dropout
160.0,120.0,1,19,37,0,1,1,5,5,11.0,1,Graduate
114.5,125.0,1,1,1,0,1,1,6,6,13.625,1,Graduate
121.7,133.1,1,3,38,0,1,1,5,0,0.0,1,Dropout
115.0,120.0,1,5,5,0,1,1,6,2,15.0,1,Dropout
125.3,127.0,1,37,37,0,1,1,6,5,10.8,1,Graduate
131.0,131.0,1,34,34,0,1,1,5,3,13.666666666666666,1,Dropout
126.3,127.0,1,19,37,0,1,1,6,6,12.833333333333334,1,Graduate
127.1,132.0,1,1,37,0,1,1,0,0,0.0,0,Dropout
138.4,137.0,1,1,38,0,1,1,6,6,15.125,1,Graduate
100.0,126.0,1,1,19,1,1,1,5,0,0.0,1,Dropout
126.2,136.0,1,4,5,0,1,1,6,5,11.4,1,Graduate
118.8,124.0,1,1,1,0,1,1,6,4,12.25,1,Graduate
124.5,137.0,39,1,1,0,1,1,6,0,0.0,0,Dropout
95.0,133.1,1,1,19,0,1,1,5,0,0.0,1,Dropout
140.0,140.0,3,2,38,1,1,1,5,2,13.0,0,Dropout
125.4,133.1,38,3,1,0,4,1,2,0,0.0,1,Dropout
128.0,141.0,1,19,1,0,1,1,8,0,0.0,1,Dropout
129.3,130.0,1,1,38,0,1,1,5,5,13.0,1,Graduate
152.0,160.0,1,19,38,0,1,1,6,6,13.857142857142858,1,Graduate
128.8,140.0,1,1,19,0,1,1,7,6,13.391666666666666,1,Graduate
152.8,150.0,1,34,19,1,1,1,5,4,12.75,1,Dropout
150.0,150.0,39,37,37,1,1,1,5,4,14.5,1,Graduate
112.0,133.1,1,1,1,0,1,1,6,6,12.166666666666666,1,Graduate
135.6,152.0,1,19,37,1,1,1,5,5,15.4,1,Dropout
134.4,133.1,19,1,1,0,1,1,5,2,13.333333333333334,0,Dropout
120.5,130.0,1,3,1,0,1,1,5,0,0.0,1,Dropout
141.4,148.0,1,1,1,0,1,1,6,0,0.0,1,Dropout
145.2,148.0,1,1,1,0,1,1,6,6,13.714285714285714,1,Graduate
140.0,130.0,1,19,3,0,4,1,6,4,12.25,1,Dropout
140.0,130.0,1,37,37,1,2,1,5,1,11.0,1,Dropout
112.6,122.0,1,1,3,1,1,1,6,6,10.166666666666666,1,Graduate
106.8,110.0,1,37,37,0,2,1,5,1,10.0,1,Dropout
120.0,110.0,1,37,37,1,2,1,5,2,10.5,0,Dropout
160.6,170.0,1,38,19,1,1,1,0,0,0.0,1,Graduate
130.0,110.0,12,37,38,0,2,1,6,0,0.0,0,Dropout
110.0,110.0,1,34,34,0,1,1,6,0,0.0,1,Dropout
110.0,133.1,1,19,37,1,1,1,6,0,0.0,1,Dropout
145.8,133.1,1,1,19,0,1,1,6,5,13.333333333333334,1,Graduate
130.2,126.0,1,10,10,1,1,1,0,0,0.0,1,Dropout
122.3,137.0,1,38,37,0,1,1,6,6,13.571428571428571,1,Graduate
125.4,117.0,1,1,1,1,1,1,6,6,12.833333333333334,1,Graduate
130.0,100.0,1,37,19,0,1,1,5,4,10.25,1,Dropout
150.0,120.0,1,1,38,0,1,1,6,0,0.0,1,Dropout
116.9,126.0,1,38,38,1,1,1,5,4,14.5,1,Dropout
95.8,111.0,1,37,37,1,1,1,6,0,0.0,0,Dropout
150.0,150.0,1,2,4,0,1,1,18,18,11.666666666666666,1,Graduate
118.5,116.0,1,37,19,0,1,1,5,4,13.0,1,Graduate
131.1,130.0,1,3,3,0,1,1,7,7,12.12142857142857,1,Graduate
150.3,150.0,42,1,19,1,1,1,11,9,14.22222222222222,1,Graduate
105.6,108.0,1,1,1,1,1,1,5,5,12.166666666666666,1,Graduate
125.3,133.1,1,19,19,0,1,1,6,0,0.0,1,Dropout
131.0,120.0,1,37,19,1,4,1,6,6,12.666666666666666,1,Graduate
127.0,146.0,1,19,3,0,1,1,8,7,13.614285714285714,1,Graduate
150.0,150.0,39,2,1,1,1,1,18,12,12.857142857142858,1,Graduate
149.2,160.0,1,3,3,0,1,1,5,4,14.0,1,Graduate
121.5,125.0,1,37,37,1,1,1,6,4,14.75,1,Graduate
137.3,125.0,1,37,19,0,1,1,6,0,0.0,1,Dropout
119.6,122.0,1,3,1,1,1,1,6,6,13.625,1,Graduate
141.5,138.0,1,1,1,0,1,1,0,0,0.0,1,Graduate
150.0,150.0,39,1,38,1,1,1,6,4,11.8,1,Dropout
110.0,140.0,1,3,3,0,1,1,6,6,15.125,1,Graduate
110.2,113.0,1,1,1,1,1,1,6,4,11.5,1,Dropout
120.0,133.1,1,19,6,0,1,1,4,0,0.0,1,Dropout
114.2,118.0,1,19,19,1,1,1,5,3,10.333333333333334,1,Graduate
121.5,125.0,1,1,1,1,1,1,6,6,13.833333333333334,1,Graduate
128.2,131.0,1,12,12,1,1,1,6,6,14.0,1,Graduate
120.0,133.1,1,1,19,1,1,1,5,1,18.0,1,Dropout
136.9,139.0,1,19,3,1,1,1,0,0,0.0,1,Graduate
95.0,95.0,1,37,37,0,1,1,6,4,13.25,0,Dropout
148.8,150.0,1,37,1,0,1,1,5,4,14.25,1,Graduate
110.0,120.0,1,37,37,0,1,1,5,0,0.0,0,Dropout
133.9,136.0,1,3,4,0,1,1,12,8,11.25,0,Dropout
125.7,133.0,1,2,37,1,1,1,6,6,13.5,1,Graduate
116.6,125.0,1,1,19,0,1,1,6,5,12.666666666666666,1,Graduate
141.0,127.0,1,19,38,1,1,1,6,6,15.166666666666666,1,Graduate
130.0,130.0,40,1,1,0,1,1,6,6,13.166666666666666,1,Dropout
140.0,140.0,39,19,38,1,1,1,6,6,14.5,1,Graduate
137.5,135.0,1,1,38,1,1,1,0,0,0.0,0,Graduate
120.8,132.0,1,38,19,1,1,1,5,4,10.8,1,Dropout
136.5,110.0,1,19,1,0,1,1,5,0,0.0,1,Dropout
122.0,130.0,1,1,37,0,2,1,10,6,11.428571428571429,0,Dropout
130.0,130.0,1,37,1,0,1,1,14,8,12.5,1,Dropout
98.0,133.1,1,4,19,0,1,1,6,0,0.0,1,Dropout
121.0,135.0,1,37,37,1,1,1,5,5,12.75,1,Graduate
130.0,140.0,1,1,3,0,1,1,6,0,0.0,1,Dropout
132.8,131.0,1,3,19,1,1,1,6,6,14.428571428571429,1,Graduate
126.3,131.0,1,1,1,0,1,1,7,7,12.492857142857144,1,Graduate
111.5,100.0,19,1,37,0,4,1,8,4,11.5,1,Dropout
118.2,140.0,1,37,37,0,2,1,5,5,11.2,1,Graduate
115.6,124.0,1,19,19,1,1,1,5,3,12.0,0,Dropout
117.8,130.0,1,38,37,1,1,1,8,7,15.885714285714286,1,Graduate
127.0,142.0,1,1,38,0,1,1,7,4,12.94,0,Dropout
140.0,150.0,1,37,37,0,2,1,6,6,14.0,0,Graduate
106.0,110.0,12,37,37,1,2,1,0,0,0.0,1,Graduate
151.0,110.0,19,37,38,0,4,1,7,0,0.0,0,Dropout
106.4,112.0,1,43,40,0,1,1,5,0,0.0,1,Dropout
125.3,100.0,1,37,37,1,2,1,5,4,11.25,1,Dropout
130.0,130.0,3,34,34,0,1,1,5,0,0.0,1,Dropout
116.0,133.1,1,34,34,0,2,1,6,4,11.25,0,Dropout
100.0,100.0,1,34,34,1,2,1,6,5,11.8,1,Graduate
118.5,130.0,1,34,37,1,1,1,10,8,11.625,1,Graduate
118.9,129.0,1,34,30,1,1,1,6,0,0.0,1,Dropout
119.3,127.0,1,37,37,1,1,1,6,4,10.25,1,Dropout
135.8,140.0,1,37,37,1,1,1,15,15,10.8,1,Graduate
130.0,130.0,42,1,19,1,1,1,12,11,12.545454545454543,0,Graduate
150.0,140.0,2,38,38,0,1,1,6,0,0.0,1,Dropout
111.9,133.1,19,37,37,1,2,1,5,0,0.0,1,Dropout
150.1,120.0,1,37,37,1,1,1,6,6,14.77777777777778,1,Graduate
130.0,133.1,1,1,37,0,1,1,3,0,0.0,1,Dropout
128.0,120.0,1,37,37,0,1,1,2,0,0.0,1,Dropout
102.5,133.1,38,19,38,0,1,1,4,0,0.0,0,Dropout
102.5,133.1,1,19,38,0,1,1,5,0,0.0,0,Dropout
110.0,100.0,1,37,37,0,2,1,5,5,11.4,1,Graduate
114.0,133.1,19,1,19,0,1,1,9,6,11.666666666666666,1,Dropout
128.2,120.0,1,34,34,1,1,1,10,7,11.285714285714286,1,Dropout
116.5,128.0,1,38,38,0,1,1,6,4,11.5,1,Graduate
149.3,172.0,1,38,37,0,1,1,5,5,16.0,1,Graduate
134.1,146.0,1,38,38,1,1,1,6,6,12.5,1,Dropout
133.5,150.0,1,38,37,1,1,1,5,5,13.0,1,Graduate
110.0,130.0,1,1,3,0,1,1,18,13,13.714285714285714,1,Graduate
107.5,111.0,1,37,37,1,1,1,5,3,12.333333333333334,1,Dropout
130.0,130.0,3,1,38,1,1,1,17,11,12.727272727272728,0,Dropout
111.6,170.0,6,34,34,0,1,1,5,1,14.0,1,Dropout
101.0,133.1,1,1,38,1,1,1,5,0,0.0,0,Dropout
128.2,120.0,1,34,34,0,2,1,5,0,0.0,1,Dropout
150.0,110.0,3,3,19,0,2,1,6,6,18.875,1,Graduate
142.8,133.1,1,34,34,0,1,1,6,0,0.0,1,Dropout
150.0,150.0,40,37,37,1,1,1,7,7,13.5,1,Dropout
156.5,133.1,19,37,19,0,2,1,11,2,15.0,1,Graduate
98.6,120.0,19,37,37,0,1,1,5,0,0.0,0,Dropout
130.0,130.0,3,37,37,0,1,1,9,9,14.22222222222222,1,Dropout
120.0,100.0,1,1,3,0,1,1,7,4,12.0,0,Dropout
127.7,142.0,1,1,1,1,1,1,5,5,12.6,1,Graduate
147.7,148.0,1,3,19,0,1,1,5,0,0.0,1,Dropout
170.0,170.0,39,19,19,1,1,1,6,6,14.5,1,Graduate
110.2,110.0,1,37,37,0,1,1,6,6,14.5,1,Graduate
121.0,135.0,1,12,19,0,1,1,5,0,0.0,1,Dropout
129.9,133.0,1,19,37,0,1,1,5,5,11.6,1,Graduate
132.0,133.1,1,37,37,0,2,1,6,4,11.75,1,Dropout
125.9,121.0,1,19,19,1,1,1,6,0,0.0,1,Dropout
165.7,159.0,1,3,3,1,1,1,0,0,0.0,1,Dropout
122.7,130.0,1,37,38,1,1,1,6,0,0.0,1,Dropout
141.4,121.0,1,37,19,0,2,1,5,4,11.25,0,Dropout
156.4,133.1,19,37,37,1,1,1,6,5,11.571428571428571,1,Dropout
131.7,125.0,1,38,37,1,1,1,6,4,12.75,1,Dropout
104.7,120.0,1,37,37,1,2,1,4,0,0.0,1,Dropout
110.0,110.0,19,37,37,0,2,1,5,0,0.0,0,Dropout
129.1,120.0,1,1,1,1,1,1,6,4,11.25,1,Dropout
120.0,133.1,1,1,1,0,1,1,6,0,0.0,0,Dropout
127.0,133.1,1,3,19,0,1,1,6,6,14.333333333333334,1,Graduate
151.5,133.1,19,19,37,0,2,1,6,0,0.0,0,Dropout
126.8,130.0,1,38,37,1,1,1,23,20,13.5,1,Graduate
125.6,128.0,1,1,19,1,1,1,7,7,12.444285714285714,1,Graduate
127.8,140.0,1,19,19,1,1,1,5,3,10.666666666666666,1,Dropout
131.3,140.0,1,19,19,0,1,1,6,6,12.666666666666666,1,Graduate
155.7,120.0,12,37,38,0,1,1,5,5,13.2,1,Graduate
128.5,130.0,42,1,38,0,1,1,12,10,12.7,1,Graduate
170.0,100.0,1,37,37,0,2,1,5,5,14.833333333333334,1,Graduate
100.0,133.1,1,37,37,0,2,1,10,4,11.5,0,Dropout
107.2,110.0,1,19,19,0,4,1,6,0,0.0,1,Dropout
139.3,147.0,1,19,1,1,1,1,5,0,0.0,1,Dropout
122.3,137.0,1,1,38,1,1,1,6,6,14.714285714285714,1,Graduate
128.5,120.0,1,1,1,0,1,1,8,4,10.5,0,Dropout
150.0,133.1,1,37,37,0,2,1,6,6,15.0,1,Graduate
136.1,142.0,1,1,19,0,1,1,6,6,12.666666666666666,1,Graduate
128.0,100.0,19,37,37,1,1,1,6,6,13.166666666666666,1,Graduate
158.1,149.0,1,19,37,1,1,1,0,0,0.0,1,Graduate
108.7,110.0,1,37,1,1,2,1,6,6,13.0,1,Graduate
110.0,133.1,19,1,19,0,1,101,0,0,0.0,1,Dropout
120.0,133.1,19,37,37,0,1,1,6,2,10.0,1,Dropout
150.0,150.0,39,5,4,0,1,6,6,6,13.333333333333334,1,Graduate
113.0,133.1,12,37,37,0,2,1,6,3,12.333333333333334,1,Graduate
118.6,121.0,1,19,37,0,1,1,21,20,13.181818181818182,1,Graduate
148.8,133.1,1,3,1,0,2,1,7,6,12.513333333333334,1,Graduate
120.3,122.0,1,38,37,1,1,1,6,0,0.0,1,Dropout
127.0,143.0,1,19,19,1,1,1,8,7,13.585714285714284,1,Graduate
113.8,123.0,1,19,19,1,1,1,7,7,11.155555555555557,1,Graduate
108.0,120.0,1,38,37,0,1,1,7,6,11.857142857142858,1,Graduate
129.1,114.0,1,19,38,0,1,1,0,0,0.0,1,Graduate
135.9,114.0,1,19,38,0,1,1,14,14,14.0,1,Graduate
154.4,154.4,1,19,38,1,1,22,6,5,12.0,0,Dropout
132.5,136.0,1,3,3,1,1,1,7,7,13.198571428571428,1,Graduate
163.3,163.3,1,19,1,0,1,22,6,6,13.5,1,Graduate
122.5,126.0,1,1,3,1,1,1,6,6,13.333333333333334,1,Dropout
131.8,137.0,1,1,1,0,1,1,6,6,12.166666666666666,1,Graduate
135.0,139.0,1,19,1,1,1,1,8,7,12.214285714285714,1,Graduate
141.7,142.0,1,19,39,0,1,1,6,6,12.666666666666666,1,Graduate
131.3,133.1,1,38,38,1,1,1,6,6,12.285714285714286,1,Graduate
123.9,126.0,1,38,37,1,1,1,6,6,13.0,1,Graduate
126.1,131.0,1,4,3,1,1,1,6,6,12.142857142857142,1,Graduate
126.5,131.0,1,1,19,1,1,1,7,7,13.875714285714285,1,Graduate
107.3,108.0,1,19,1,0,1,1,6,0,0.0,1,Dropout
95.0,133.1,1,1,19,1,1,1,6,6,11.666666666666666,1,Dropout
116.1,122.0,1,3,1,1,1,1,6,6,13.153846153846152,1,Graduate
134.6,143.0,1,1,1,1,1,1,6,6,14.5,1,Dropout
128.0,135.0,1,19,19,1,1,1,7,7,14.44142857142857,1,Graduate
144.2,148.0,1,3,38,1,1,1,6,6,15.166666666666666,1,Graduate
129.5,134.0,1,19,38,0,1,1,5,5,11.6,1,Graduate
116.8,122.0,1,1,1,1,1,1,6,6,11.666666666666666,1,Graduate
160.0,160.0,39,37,38,0,1,1,6,6,12.625,1,Graduate
127.1,126.0,1,38,37,1,1,1,6,3,12.666666666666666,1,Graduate
112.9,115.0,1,38,38,1,1,1,6,6,11.857142857142858,1,Graduate
121.6,130.0,1,19,19,0,1,1,6,6,14.714285714285714,1,Graduate
130.0,130.0,1,42,1,0,1,26,6,6,13.5,1,Graduate
121.7,135.0,1,38,19,1,1,1,5,4,11.5,1,Graduate
120.0,120.0,3,1,39,0,1,1,5,2,14.0,1,Dropout
143.5,148.0,1,19,19,0,1,1,7,6,12.833333333333334,1,Dropout
128.3,136.0,1,1,1,0,1,1,7,7,13.428571428571429,1,Graduate
111.9,108.0,1,19,1,0,1,1,6,0,0.0,1,Dropout
137.6,153.0,1,3,1,1,1,1,6,6,16.0,1,Graduate
135.0,135.0,1,19,19,1,1,1,6,6,13.833333333333334,1,Graduate
133.8,146.0,1,19,37,1,1,1,8,8,13.2325,1,Graduate
126.9,130.0,1,19,19,1,1,1,6,6,14.0,1,Graduate
106.7,113.0,1,1,2,1,1,1,6,2,10.0,1,Dropout
145.7,145.7,1,37,37,1,1,22,16,15,13.333333333333334,1,Graduate
118.7,126.0,1,38,37,0,1,1,6,6,12.5,1,Graduate
161.8,160.0,1,34,34,1,1,1,5,2,10.5,1,Dropout
130.0,130.0,1,1,1,0,1,26,5,4,12.0,1,Graduate
136.8,156.0,1,19,1,1,1,1,6,6,14.0,1,Dropout
130.9,141.0,1,3,19,1,1,1,6,6,13.5,1,Graduate
127.0,143.0,1,19,37,1,1,1,8,8,13.07375,1,Graduate
120.0,133.1,19,38,38,0,2,1,7,2,10.75,1,Dropout
153.8,172.0,1,37,37,1,1,41,6,6,14.0,1,Graduate
140.0,140.0,1,19,19,0,1,26,6,6,12.333333333333334,1,Graduate
136.6,142.0,1,38,1,0,1,1,7,7,13.464285714285714,1,Graduate
140.0,148.0,1,19,1,1,1,1,6,6,13.666666666666666,1,Graduate
130.8,137.0,1,19,37,0,1,1,8,8,14.4025,1,Graduate
138.8,143.0,1,38,38,1,1,1,7,7,15.46875,1,Graduate
110.0,133.1,1,1,1,0,1,1,6,6,12.625,1,Graduate
127.8,138.0,1,37,19,1,1,1,7,6,14.983333333333334,1,Graduate
134.2,138.0,1,37,38,1,1,1,6,6,15.0,1,Graduate
143.0,150.0,1,37,37,0,2,1,9,9,15.88888888888889,1,Graduate
120.0,120.0,39,37,37,1,1,1,6,4,11.5,1,Dropout
113.2,110.0,1,37,37,1,1,1,6,2,10.5,1,Dropout
135.8,146.0,1,19,37,1,1,1,7,6,13.983333333333334,1,Graduate
143.5,148.0,1,37,37,0,1,1,6,6,13.0,1,Graduate
148.9,145.0,1,19,37,1,1,1,6,6,13.666666666666666,1,Graduate
115.6,133.1,1,38,38,1,1,1,6,0,0.0,0,Dropout
159.3,160.0,1,38,37,0,1,1,5,5,14.4,1,Graduate
133.2,130.0,1,19,12,1,1,1,6,6,14.166666666666666,1,Graduate
117.6,120.0,1,37,34,1,1,1,6,5,12.2,1,Graduate
122.6,120.0,1,37,37,0,1,1,6,3,12.333333333333334,1,Dropout
100.0,133.1,1,19,19,0,1,1,6,0,0.0,1,Dropout
130.0,130.0,3,37,19,0,1,1,9,9,10.88888888888889,1,Graduate
122.8,120.0,1,19,19,0,1,1,7,6,12.166666666666666,1,Dropout
145.9,135.0,1,19,37,0,1,1,6,6,12.666666666666666,1,Graduate
143.0,133.1,1,1,37,1,1,1,6,5,11.4,1,Dropout
100.0,145.0,1,19,38,0,1,1,0,0,0.0,1,Dropout
125.1,138.0,1,37,37,1,1,1,6,6,13.5,1,Dropout
120.8,126.0,1,38,19,1,1,1,6,6,12.285714285714286,1,Graduate
114.0,121.0,1,38,37,1,1,1,5,0,0.0,0,Dropout
132.1,152.0,1,37,37,1,1,1,6,2,10.5,1,Dropout
160.0,160.0,39,37,37,0,2,1,5,3,14.0,1,Graduate
134.0,134.0,1,37,37,1,1,1,5,5,14.2,1,Graduate
124.2,128.0,1,37,1,1,1,1,6,5,13.0,1,Dropout
115.6,125.0,1,38,38,1,1,1,6,6,11.0,1,Graduate
128.2,130.0,1,37,37,0,2,1,8,3,11.0,1,Dropout
132.8,138.0,1,1,38,1,1,1,7,6,12.385714285714286,1,Graduate
123.1,121.0,1,1,1,1,1,1,6,4,14.75,1,Graduate
125.6,134.0,1,1,19,1,1,41,5,5,16.166666666666668,1,Graduate
115.0,130.0,1,1,38,0,1,1,5,0,0.0,1,Dropout
123.6,126.0,1,3,19,1,1,1,5,5,12.4,1,Dropout
141.7,148.0,1,1,1,0,1,1,6,5,11.6,0,Dropout
139.0,160.0,1,19,38,1,1,1,6,5,12.2,1,Dropout
118.0,118.0,1,1,19,0,1,1,6,5,11.0,1,Graduate
142.0,150.0,1,38,19,1,1,1,6,6,12.333333333333334,1,Dropout
143.4,140.0,1,1,1,0,1,1,6,6,14.833333333333334,1,Graduate
105.1,110.0,1,1,37,1,1,1,6,6,12.0,1,Graduate
138.0,140.0,42,19,37,1,1,1,13,11,12.727272727272728,1,Graduate
114.7,133.1,1,37,37,0,1,41,2,2,10.5,1,Dropout
130.5,140.0,1,1,37,1,1,22,6,6,12.333333333333334,1,Graduate
134.3,110.0,1,37,37,0,1,1,5,0,0.0,1,Dropout
137.5,148.0,1,1,1,0,1,1,7,7,14.842857142857143,1,Graduate
152.1,130.0,1,1,1,0,1,1,5,2,11.0,1,Dropout
126.1,132.0,1,38,38,0,1,1,6,4,10.75,1,Dropout
136.0,130.0,1,1,1,1,1,1,8,8,12.55375,1,Graduate
124.3,128.0,1,19,1,1,1,1,8,7,12.665714285714284,1,Graduate
136.1,133.1,1,3,1,0,1,1,7,2,11.75,1,Dropout
115.1,120.0,1,37,37,1,1,1,6,3,11.0,0,Dropout
143.6,145.0,1,3,3,1,1,1,0,0,0.0,1,Graduate
115.8,127.0,1,37,38,1,1,1,5,5,13.4,1,Graduate
149.0,135.0,1,19,19,1,1,1,17,17,12.578947368421051,1,Graduate
100.0,133.1,19,37,37,0,2,1,5,0,0.0,1,Dropout
133.4,125.0,1,38,38,1,1,1,6,6,12.0,1,Graduate
122.8,127.0,1,3,4,0,1,1,6,3,12.333333333333334,1,Dropout
151.2,133.1,1,37,1,0,1,1,5,4,11.5,1,Dropout
137.0,150.0,1,37,19,0,1,1,6,5,12.8,1,Graduate
118.0,133.1,1,1,37,0,1,1,0,0,0.0,1,Dropout
130.0,130.0,39,38,38,0,1,1,6,4,11.8,0,Dropout
112.5,133.1,12,37,1,0,1,1,13,6,11.333333333333334,1,Dropout
118.3,125.0,1,19,38,0,1,1,8,5,12.002,1,Dropout
140.0,140.0,3,3,19,0,1,1,6,5,15.2,0,Dropout
109.0,110.0,1,3,19,0,1,1,6,6,13.142857142857142,1,Graduate
110.0,133.1,1,37,37,0,2,1,5,0,0.0,1,Dropout
119.8,124.0,1,3,38,0,1,1,8,7,13.867142857142856,1,Graduate
130.0,114.0,1,37,37,0,1,1,8,6,12.675,1,Graduate
167.3,155.0,1,1,3,1,1,1,0,0,0.0,1,Graduate
136.0,133.1,1,38,37,1,1,1,0,0,0.0,1,Dropout
124.0,125.0,1,37,37,0,1,1,6,6,11.0,1,Dropout
132.9,120.0,1,19,37,0,2,1,5,4,10.75,1,Dropout
154.0,100.0,38,37,37,1,2,1,6,5,14.2,1,Graduate
115.0,133.1,1,1,19,0,1,1,7,4,12.6,0,Dropout
96.0,120.0,1,1,1,1,1,1,5,0,0.0,0,Dropout
168.2,120.0,1,37,3,0,2,1,5,5,14.0,1,Graduate
140.0,110.0,1,37,37,0,2,1,6,2,10.0,0,Dropout
137.4,144.0,1,38,1,1,1,1,6,6,13.833333333333334,1,Graduate
150.0,133.1,19,19,19,0,2,1,5,2,11.0,0,Dropout
148.5,133.1,1,37,38,0,1,1,6,4,12.25,1,Dropout
138.7,120.0,1,38,38,0,2,1,5,5,13.8,1,Graduate
117.2,120.0,1,19,1,0,1,1,6,3,12.0,1,Dropout
